name,credit_card,email,url,phone,address,company,ssn,text,True Predictions
John Kim,"JCB 16 digit
Brittany Nelson
3509519343535794 11/27
CVC: 172
",tiffanystokes@example.com,http://carney.com/,+67 1022305761,"57703 Hernandez Orchard
Sotoville, FL 76121","Williams, Wilson and Carter",739-04-7379,"Dear John Kim, your subscription with Williams, Wilson and Carter is approaching its renewal date. The subscription linked to the email tiffanystokes@example.com, phone number +67 1022305761, and billing address 57703 Hernandez Orchard
Sotoville, FL 76121 will automatically renew using the credit card ending in JCB 16 digit
Brittany Nelson
3509519343535794 11/27
CVC: 172
. The SSN on file for this account is 739-04-7379. To manage your subscription or update payment details, visit http://carney.com/. If you need further assistance, please contact our support team.","[(5, 13, 'name'), (313, 374, 'credit_card'), (136, 161, 'email'), (486, 504, 'url'), (176, 190, 'phone'), (212, 255, 'address'), (38, 65, 'company'), (412, 423, 'ssn')]"
Emily Clay,"Mastercard
Joshua Harris
5230968564877701 11/31
CVV: 495
",anthony86@example.net,https://burke.info/,+91 1961597121,"58890 Scott Cliffs
Johnsonshire, MT 76702","Reyes, Herrera and Gordon",694-95-4524,"During the audit of the financial statements for Reyes, Herrera and Gordon, it was observed that Mr. Emily Clay, the Chief Financial Officer, approved the purchase of assets worth $500,000 on 58890 Scott Cliffs
Johnsonshire, MT 76702. The payment was processed through the credit card ending in Mastercard
Joshua Harris
5230968564877701 11/31
CVV: 495
. Mr. Emily Clay's Social Security Number (SSN) is 694-95-4524. For any clarifications, please reach out to Mr. Emily Clay at anthony86@example.net or contact him directly at +91 1961597121. Further details can be accessed at https://burke.info/.","[(101, 111, 'name'), (358, 368, 'name'), (464, 474, 'name'), (295, 352, 'credit_card'), (478, 499, 'email'), (578, 597, 'url'), (527, 541, 'phone'), (192, 233, 'address'), (49, 74, 'company'), (403, 414, 'ssn')]"
Lisa Spears,"Discover
John Brennan
6592034874440084 12/33
CVC: 638
",panderson@example.net,https://www.hicks.net/,+153 3137546015,"10758 Michael Views
Murrayfurt, ID 19061",Atkinson Inc,375-51-3644,"Customer Lisa Spears from Atkinson Inc, located at 10758 Michael Views
Murrayfurt, ID 19061, has submitted feedback regarding the recent transaction involving their credit card Discover
John Brennan
6592034874440084 12/33
CVC: 638
 They can be reached at panderson@examplenet or +153 3137546015 for further discussions The customer's Social Security Number (SSN) on file is 375-51-3644. The feedback was originally submitted through our website at https://www.hicks.net/.","[(9, 20, 'name'), (177, 231, 'credit_card'), (448, 470, 'url'), (279, 294, 'phone'), (51, 91, 'address'), (26, 38, 'company'), (374, 385, 'ssn')]"
Daniel Myers,"VISA 19 digit
Perry Brown
4930283907151011788 08/27
CVC: 755
",imurray@example.net,http://www.thomas-cox.com/,+293 0053847313,"7605 Gary Fort Apt. 551
Matthewborough, CO 80488","Peck, Hicks and Mitchell",527-81-1035,"This is a confirmation that the payment for the invoice number INV-3066 from Peck, Hicks and Mitchell has been successfully processed The payment was made using the credit card ending in VISA 19 digit
Perry Brown
4930283907151011788 08/27
CVC: 755
 by Daniel Myers The billing address on file is 7605 Gary Fort Apt 551
Matthewborough, CO 80488 The Social Security Number (SSN) for Daniel Myers is 527-81-1035 Should you have any inquiries, you may contact Daniel Myers via email at imurray@examplenet or call +293 0053847313 For more information, visit http://wwwthomas-coxcom/","[(252, 264, 'name'), (381, 393, 'name'), (456, 468, 'name'), (187, 248, 'credit_card'), (509, 524, 'phone'), (77, 101, 'company'), (397, 408, 'ssn')]"
Erin Bass,"Mastercard
Scott Wilson
5158588186982255 07/26
CVV: 588
",paula56@example.org,http://howard-frazier.net/,+476 7628874248,"02823 Mark Cape Suite 775
Sotoborough, WV 24237",Campbell-Palmer,872-86-9800,"We regret to inform you that a security breach was detected on Campbell-Palmer's systems, which may have exposed your personal information, including your name (Erin Bass), email (paula56@example.org), phone number (+476 7628874248), and Social Security Number (SSN) (872-86-9800). The breach was traced back to unauthorized access from IP address 190.22.99. If you notice any suspicious activity on your credit card ending in Mastercard
Scott Wilson
5158588186982255 07/26
CVV: 588
, please contact us immediately. You can also check for updates on our security measures at http://howard-frazier.net/. The compromised data was stored at our facility located at 02823 Mark Cape Suite 775
Sotoborough, WV 24237.","[(161, 170, 'name'), (427, 483, 'credit_card'), (180, 199, 'email'), (575, 601, 'url'), (216, 231, 'phone'), (662, 709, 'address'), (63, 78, 'company'), (268, 279, 'ssn')]"
Kirsten Beltran,"VISA 16 digit
Amber Gonzales
4183287390078354 01/28
CVC: 655
",scarter@example.org,https://gonzalez.biz/,+91 8027988253,"2575 Newton Tunnel
Freyville, TN 14791",Harris-Li,433-87-7641,"Dear Kirsten Beltran, thank you for creating a new account with Harris-Li. Your registered email is scarter@example.org, your contact number is +91 8027988253, and your Social Security Number (SSN) is 433-87-7641. The account was set up using the billing address 2575 Newton Tunnel
Freyville, TN 14791, and the primary credit card linked to the account ends in VISA 16 digit
Amber Gonzales
4183287390078354 01/28
CVC: 655
. Please visit https://gonzalez.biz/ to verify your account and update any personal details. If you need assistance, contact our support team.","[(5, 20, 'name'), (361, 422, 'credit_card'), (100, 119, 'email'), (437, 458, 'url'), (144, 158, 'phone'), (263, 301, 'address'), (64, 73, 'company'), (201, 212, 'ssn')]"
Janet Moore,"Mastercard
April Washington
2478724296362571 10/26
CVV: 298
",qfisher@example.com,https://rodriguez.com/,+91 4356254317,"697 Robert Rue
Gonzalezville, SD 89891",Martin-Morris,764-35-2667,"This Service Contract between Martin-Morris and Janet Moore was entered into 11/11/2005 at 697 Robert Rue
Gonzalezville, SD 89891. The contract stipulates that all payments will be processed through the credit card provided by Janet Moore, ending in Mastercard
April Washington
2478724296362571 10/26
CVV: 298
. Janet Moore's Social Security Number (SSN) is 764-35-2667. For further reference, correspondence will be sent to qfisher@example.com, and all communications will be conducted via +91 4356254317. The full contract details are available online at https://rodriguez.com/.","[(48, 59, 'name'), (227, 238, 'name'), (312, 323, 'name'), (250, 310, 'credit_card'), (425, 444, 'email'), (557, 579, 'url'), (491, 505, 'phone'), (91, 129, 'address'), (30, 43, 'company'), (358, 369, 'ssn')]"
Valerie Richard,"Mastercard
Charles Willis
5530330108754044 02/32
CVV: 398
",sabrinalopez@example.net,http://www.may-shea.com/,+91 9595711769,"57889 Pamela Place Suite 587
West Erika, NM 90346","Horton, Wilson and Wells",588-41-1064,"Dear Valerie Richard, we have received your loan application at Horton, Wilson and Wells, and it is currently under review. Your application, submitted on 1998, includes personal details such as your home address (57889 Pamela Place Suite 587
West Erika, NM 90346), email (sabrinalopez@example.net), contact number (+91 9595711769), and Social Security Number (SSN) (588-41-1064). The loan amount requested will be credited to your account associated with the credit card ending in Mastercard
Charles Willis
5530330108754044 02/32
CVV: 398
. Please check http://www.may-shea.com/ for real-time updates on your application status.","[(5, 20, 'name'), (482, 540, 'credit_card'), (273, 297, 'email'), (555, 579, 'url'), (316, 330, 'phone'), (214, 263, 'address'), (64, 88, 'company'), (367, 378, 'ssn')]"
Peter Barnes,"VISA 16 digit
Tara Brooks
4356218941486995 11/31
CVC: 289
",teresamitchell@example.com,http://decker.com/,+791 8257069670,"233 William Corner Suite 814
Jessicaton, VI 91399",Banks Inc,189-12-1778,"Insurance claim #CLM12345678 has been initiated by Peter Barnes for Banks Inc The claim, associated with the address 233 William Corner Suite 814
Jessicaton, VI 91399, will be processed through the credit card ending in VISA 16 digit
Tara Brooks
4356218941486995 11/31
CVC: 289
 Our claims department may reach out to you at +791 8257069670 or via email at teresamitchell@examplecom for additional information Peter Barnes's Social Security Number (SSN) is 189-12-1778 Claim details are available online at http://deckercom/","[(51, 63, 'name'), (410, 422, 'name'), (220, 278, 'credit_card'), (325, 340, 'phone'), (117, 166, 'address'), (68, 77, 'company'), (457, 468, 'ssn')]"
Kathleen Miller,"VISA 13 digit
Kristen Castaneda
4945140797590 06/31
CVC: 151
",shane10@example.org,https://erickson.biz/,+91 9497531124,"518 Smith Extensions Apt. 002
Kellichester, DE 79044","Garcia, Allison and Graves",829-69-7130,"We are pleased to welcome Kathleen Miller to Garcia, Allison and Graves. As part of the onboarding process, we have registered your personal details, including your residential address (518 Smith Extensions Apt. 002
Kellichester, DE 79044), contact number (+91 9497531124), email (shane10@example.org), and Social Security Number (SSN) (829-69-7130). Your corporate credit card, ending in VISA 13 digit
Kristen Castaneda
4945140797590 06/31
CVC: 151
, will be issued within the next five business days. For company policies and other relevant information, please visit https://erickson.biz/.","[(26, 41, 'name'), (389, 450, 'credit_card'), (281, 300, 'email'), (569, 590, 'url'), (257, 271, 'phone'), (186, 238, 'address'), (45, 71, 'company'), (337, 348, 'ssn')]"
Bradley Richardson,"VISA 16 digit
Christina Hughes
4024615001644045 09/33
CVC: 468
",christine98@example.net,https://wilson.info/,+292 7130767224,"259 Austin Keys
Weissstad, WA 24191",Clark-Ford,590-15-4035,"Dear Bradley Richardson, your subscription with Clark-Ford is up for renewal. The subscription associated with the email christine98@example.net, phone number +292 7130767224, and billing address 259 Austin Keys
Weissstad, WA 24191 will automatically renew using your credit card ending in VISA 16 digit
Christina Hughes
4024615001644045 09/33
CVC: 468
. Your Social Security Number (SSN) on file is 590-15-4035. To manage your subscription or for more details, please visit https://wilson.info/. If you need to update your payment information, contact our support team.","[(5, 23, 'name'), (290, 353, 'credit_card'), (121, 144, 'email'), (475, 495, 'url'), (159, 174, 'phone'), (196, 231, 'address'), (48, 58, 'company'), (400, 411, 'ssn')]"
Diana Smith,"American Express
Jason King
348458250926954 04/33
CID: 4205
",snowtyler@example.org,http://www.anderson.org/,+91 4120172463,"3599 Johnny Locks Apt. 511
East Amy, SC 77215",Bennett-Rodriguez,880-23-3513,"To The Members of Bennett-Rodriguez,
Report on the audit of the Standalone Financial Statements
Key Audit Matters Auditors’ response to Key Audit Matters
Property, Plant & Equipment and Intangible Assets
There are areas where management judgement impacts the carrying value of property, plant and equipment, intangible assets and their respective depreciation/amortisation rates. These include the decision to capitalize or expense costs; the annual asset life review; the timeliness of the capitalization of assets and the use of management assumptions and estimates for the determination or the measurement and recognition criteria for assets retired from active use. Due to the materiality in the context of the Balance Sheet of the Company and the level of judgement and estimates required, we consider this to be an area of significance.
We assessed the controls in place over the fixed asset cycle, evaluated the appropriateness of the capitalization process, performed tests of details on costs capitalized, the timeliness of the capitalization of the assets and the de-recognition criteria for assets retired from active use. In performing these procedures, we reviewed the judgements made by management including the nature of underlying costs capitalized; determination of realizable value of the assets retired from active use; the appropriateness of asset lives applied in the calculation of depreciation/amortization; the useful lives of assets prescribed in Schedule II to the Act and the useful lives of certain assets as per the technical assessment of the management. We observed that the management has regularly reviewed the aforesaid judgements and there are no material changes.
Opinion
We have audited the accompanying standalone financial statements of Bennett-Rodriguez, which comprise the Balance Sheet as at March 31, 2023, the Statement of Profit and Loss (including Other Comprehensive Income), the Statement of Changes in Equity and the Statement of Cash Flows for the year then ended and notes to the standalone financial statements including a summary of significant accounting policies and other explanatory information in which are incorporated the financial statements for the year ended on that date audited by the Branch Auditors of the Company’s one Branch, namely Research & Development (R&D) division situated at 3599 Johnny Locks Apt. 511
East Amy, SC 77215. In our opinion and to the best of our information and according to the explanations given to us, the aforesaid standalone financial statements give the information required by the Companies Act, 2013 (the “Act”) in the manner so required and give a true and fair view in conformity with Indian Accounting Standards specified under section 133 of the Act read with the Companies (Indian Accounting Standards) Rules 2015, as amended and other accounting principles generally accepted in India, of the state of affairs of the Company as at March 31, 2023, and total comprehensive income (comprising of profit and other comprehensive income), changes in equity and its cash flows for the year ended on that date.
Basis for opinion
We conducted our audit of the standalone financial statements in accordance with the Standards on Auditing (SAs) specified under section 143(10) of the Act. Our responsibilities under those Standards are further described in the Auditors’ Responsibilities for the Audit of the standalone financial statements section of our report. We are independent of the Company in accordance with the Code of Ethics issued by the Institute of Chartered Accountants of India (“ICAI”), together with the ethical requirements that are relevant to our audit of the standalone financial statements under the provisions of the Act and ""the Rules"" thereunder, and we have fulfilled our other ethical responsibilities in accordance with these requirements and the ICAI’s Code of Ethics. We believe that the audit evidence we have obtained is sufficient and appropriate to provide a basis for our opinion on the standalone financial statements.
Key audit matters
Key audit matters are those matters that, in our professional judgment, were of most significance in our audit of the standalone financial statements of the current period. These matters were addressed in the context of our audit of the standalone financial statements as a whole, and in forming our opinion thereon, and we do not provide a separate opinion on these matters. We have determined the matters described below to be the key audit matters to be communicated in our report.","[(2352, 2397, 'address'), (18, 35, 'company'), (1776, 1793, 'company')]"
